Movie,Month,Day,Release Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Winter's Bone,Jun,11,2010,2,6.531503,16.131551
American Splendor,Aug,15,2003,2,6.003587,8.685632
Before Sunset,Jul,2,2004,2,5.792822,11.29379
Amores Perros,Mar,30,2001,2,5.383834,20.883834
Thirteen,Aug,20,2003,2,4.601043,9.505996
Touching the Void,Jan,23,2004,2,4.593598,15.396525
Inside Job,Oct,8,2010,2,4.311834,7.799257
Alexander's Ragtime Band,Jan,1,1938,2,4,4
Me and You and Everyone We Know,Jun,17,2005,2,3.885134,9.615464
We Are Your Friends,Aug,28,2015,2,3.591417,10.166209
Harsh Times,Nov,10,2006,2,3.337931,6.225304
Ghost Dog: Way of the Samurai,Mar,3,2000,2,3.33023,6.03023
Captive,Sep,18,2015,2,2.583301,2.791973
Full Frontal,Aug,2,2002,2,2.512846,3.438804
Waltz with Bashir,Dec,25,2008,2,2.283849,13.912289
Strangers with Candy,Jun,28,2006,2,2.072645,2.077844
Shortbus,Oct,4,2006,2,1.985292,1.985292
Son of Rambow: A Home Movie,May,2,2008,2,1.785505,11.263263
"The Book of Mormon Movie, Volume 1: The Journey",Sep,12,2003,2,1.660865,1.660865
Hamlet,May,12,2000,2,1.577287,2.419669
The Diary of a Teenage Girl,Aug,7,2015,2,1.477002,2.279959
No End In Sight,Jul,27,2007,2,1.433319,1.433319
Get Real,Apr,30,1999,2,1.152411,1.152411
In the Shadow of the Moon,Sep,7,2007,2,1.134358,1.134358
Meek's Cutoff,Apr,8,2011,2,0.977772,1.869928
Inside Deep Throat,Feb,11,2005,2,0.69188,0.69188
Dinner Rush,Sep,28,2001,2,0.638227,1.075504
The Virginity Hit,Sep,24,2010,2,0.636706,0.636706
Clockwatchers,May,15,1998,2,0.537948,0.539961
Subway,Nov,6,1985,2,0.390659,1.663296
House of D,Apr,15,2005,2,0.388532,0.466106
Teeth,Jan,18,2008,2,0.347578,2.350641
Stonewall,Jul,26,1996,2,0.304602,0.304602
Sherrybaby,Sep,8,2006,2,0.199176,0.759504
The Last Five Years,Feb,13,2015,2,0.147299,0.147299
Six-String Samurai,Sep,18,1998,2,0.134624,0.134624
Hum to Mohabbt Karega,May,26,2000,2,0.121807,0.121807
It's All Gone Pete Tong,Apr,15,2005,2,0.12062,2.226603
Saint John of Las Vegas,Jan,29,2010,2,0.102645,0.102645
24 7: Twenty Four Seven,Apr,15,1998,2,0.072544,0.072544
Pump,Sep,19,2014,2,0.072277,0.072277
Roadside Romeo,Oct,24,2008,2,0.055202,2.04609
Eureka,May,4,2001,2,0.049388,0.076654
Lost River,Apr,7,2015,2,0.045431,0.045431
This Thing of Ours,Jul,18,2003,2,0.037227,0.037227
Super Capers,Mar,20,2009,2,0.030955,0.030955
Return of the Living Dead 3,Jan,1,1993,2,0.021,0.021
The Missing Person,Nov,20,2009,2,0.017896,0.017896
The First Time,Oct,19,2012,2,0.017061,0.017061
London,Feb,10,2006,2,0.012667,0.012667
Circle,Aug,27,2010,2,0.010024,0.010024
Eden Lake,Oct,31,2008,2,0.007321,4.294373
Jerusalema,Jun,11,2010,2,0.007294,0.010679
Say Uncle,Jun,23,2006,2,0.005361,0.005361
Plush,Sep,13,2013,2,0.00308,0.028864
The Ghastly Love of Johnny X,Oct,26,2012,2,0.002436,0.002436
Lesbian Vampire Killers,Dec,29,2009,2,0,3.620902
Grave Encounters,Sep,9,2011,2,0,2.151887
Freeze Frame,Dec,10,2004,2,0,0.105377
Stitches,Apr,1,2013,2,0,0.063555
"To Be Frank, Sinatra at 100",Dec,31,2015,2,0,0.000926
Bananas,Apr,28,1971,2,0,0
Nine Dead,Dec,31,2009,2,0,0
No Man's Land: The Rise of Reeker,Oct,14,2008,2,0,0
Rockaway,Jul,7,2007,2,0,0
Wings,Aug,12,1927,2,0,0
The Lady from Shanghai,Mar,17,2015,2,0,0
Straight A's,Mar,19,2013,2,0,0
The Legend of Hell's Gate: An American Conspiracy,Mar,30,2012,2,0,0
Highway,Dec,31,2012,2,0,0
Small Apartments,Feb,8,2013,2,0,0
Coffee Town,Jul,9,2013,2,0,0
Lucky Dog,Dec,31,2014,2,0,0
Pendulum,Dec,31,2001,2,0,0
A Funny Thing Happened on the Way to the Forum,Sep,9,2014,2,0,0
Slacker Uprising,Dec,31,2007,2,0,0
The Walking Deceased,Mar,20,2015,2,0,0
True Bromance,Dec,31,2011,2,0,0
Good Ol' Boy,Dec,31,2015,2,0,0
The Curse of Downers Grove,Aug,21,2015,2,0,0
Wind Walkers,Dec,31,2015,2,0,0
The Wrong Side of Right,Jul,8,2016,2,0,0
Shark Lake,Dec,1,2015,2,0,0
Buried,Sep,24,2010,1.98765,1.044143,21.27029
The Marine 4,Apr,21,2015,1.95,0,0
River's Edge,May,8,1987,1.9,4.6,4.6
Man on Wire,Jul,25,2008,1.9,2.962242,5.617067
Nowhere Boy,Oct,8,2010,1.9,1.445366,7.785229
Northfork,Jul,11,2003,1.9,1.420578,1.44514
Brotherly Love,Apr,24,2015,1.9,0.478595,0.478595
Submarine,Jun,3,2011,1.9,0.467602,4.581937
The Square,Apr,9,2010,1.9,0.406216,0.740932
ABCD (Any Body Can Dance),Feb,8,2013,1.9,0.222098,10.137234
Chacun sa nuit,Jun,29,2007,1.9,0.018435,0.139317
Stranded,Jul,26,2013,1.9,0,0.285593
Vaalu,Dec,31,2015,1.9,0,0.012444
The Last Exorcism,Aug,27,2010,1.8,41.03435,70.1659
Carrie,Nov,16,1976,1.8,25.878153,25.878153
A Nightmare on Elm Street,Nov,9,1984,1.8,25.504513,25.504513
Beasts of the Southern Wild,Jun,27,2012,1.8,12.795746,23.265132
Dr. Strangelove,Jan,29,1964,1.8,9.16437,9.16437
Battle for the Planet of the Apes,Jan,1,1973,1.8,8.8,8.8
A Streetcar Named Desire,Sep,18,1951,1.8,8,8
Hang 'em High,Aug,3,1968,1.8,6.8,6.8
El crimen de padre Amaro,Nov,15,2002,1.8,5.719,5.719
Songcatcher,Jun,15,2001,1.8,3.050934,3.050934
Higher Ground,Aug,23,2011,1.8,0.841056,0.842693
POM Wonderful Presents: The Greatest Movie Ever Sold,Apr,22,2011,1.8,0.638476,0.638476
Travellers and Magicians,Jan,7,2005,1.8,0.506793,1.322161
Ed and his Dead Mother,Jan,1,1993,1.8,0.000673,0.000673
Deadline,Dec,31,2009,1.8,0,0
Sublime,Mar,13,2007,1.8,0,0
Dysfunctional Friends,Feb,3,2012,1.8,0,0
Independence Daysaster,Dec,31,2013,1.8,0,0
Against the Wild,Mar,11,2014,1.8,0,0
Beginners Guide to Sex,Oct,20,2015,1.8,0,0
Lola rennt,Jun,18,1999,1.75,7.267324,22.879194
May,Feb,7,2003,1.75,0.14554,0.634803
I Spit on Your Grave,Oct,8,2010,1.75,0.093051,1.278471
Living Dark: The Story of Ted the Caver,Dec,31,2013,1.75,0,0
In the Bedroom,Nov,23,2001,1.7,35.930604,42.137871
La misma luna,Mar,19,2008,1.7,12.590147,23.271741
Conquest of the Planet of the Apes,Jan,1,1972,1.7,9.7,9.7
The Lunchbox,Feb,28,2014,1.7,4.2315,12.2315
Grace Unplugged,Oct,4,2013,1.7,2.507159,2.507159
"Happy, Texas",Oct,1,1999,1.7,2.039192,2.891228
My Summer of Love,Jun,17,2005,1.7,1.000915,4.727375
Yes,Jun,24,2005,1.7,0.396035,0.661221
From Here to Eternity,Aug,5,1953,1.65,30.5,30.5
You Can't Take It With You,Jan,1,1938,1.644,4,4
Foolish,Apr,9,1999,1.6,6.026908,6.026908
She Wore a Yellow Ribbon,Jan,1,1949,1.6,5.4,5.4
The Conversation,Apr,7,1974,1.6,4.42,4.42
N-Secure,Oct,15,2010,1.6,2.595644,2.595644
Sukkar banat,Feb,1,2008,1.6,1.060591,14.25376
Out of the Dark,Dec,31,1989,1.6,0.419428,0.419428
Bubble,Jan,27,2006,1.6,0.145382,0.145382
Dil Jo Bhi Kahey...,Sep,23,2005,1.6,0.129319,0.129319
Mississippi Mermaid,Jan,15,1999,1.6,0.027795,2.627795
Two Night Stand,Sep,26,2014,1.6,0.0156,0.242443
I Love Your Work,Nov,4,2005,1.6,0.003264,0.003264
Insidious,Apr,1,2011,1.5,54.00915,99.870886
Cabin Fever,Sep,12,2003,1.5,21.158188,30.351664
Waitress,May,2,2007,1.5,19.09755,22.217183
Kickboxer,Sep,8,1989,1.5,14.533681,14.533681
Bloodsport,Feb,26,1988,1.5,11.806119,11.806119
Mr. Smith Goes To Washington,Jan,1,1939,1.5,9,9
Kids,Jul,21,1995,1.5,7.412216,20.412216
The Squid and the Whale,Oct,5,2005,1.5,7.372734,11.191423
Kissing Jessica Stein,Mar,13,2002,1.5,7.025722,9.345061
Spellbound,Oct,31,1945,1.5,7,7
Dawn of the Dead,Apr,20,1979,1.5,5.1,55
Exotica,Sep,23,1994,1.5,5.046118,5.046118
The To Do List,Jul,26,2013,1.5,3.491669,4.128828
The Gatekeepers,Feb,1,2013,1.5,2.408553,2.592308
Buffalo '66,Jun,26,1998,1.5,2.380606,2.380606
Repo Man,Mar,2,1984,1.5,2.3,2.3
Blood Simple,Jan,18,1985,1.5,1.690913,2.730877
Nueve Reinas,Apr,19,2002,1.5,1.222889,12.412889
The Lords of Salem,Apr,19,2013,1.5,1.165881,1.541131
The Ballad of Jack and Rose,Mar,25,2005,1.5,0.712294,1.126258
Unsullied,Aug,28,2015,1.5,0.510957,0.510957
Killing Zoe,Aug,31,1994,1.5,0.418953,0.418953
The Believer,May,17,2002,1.5,0.406035,1.840248
Snow Angels,Mar,7,2008,1.5,0.402858,0.414404
Session 9,Aug,10,2001,1.5,0.378176,1.619602
MOOZ-lum,Feb,11,2011,1.5,0.362239,0.372239
I Want Someone To Eat Cheese With,Sep,5,2007,1.5,0.194568,0.194568
Amigo,Aug,19,2011,1.5,0.184705,0.184705
Hatchet,Sep,7,2007,1.5,0.175281,0.240396
My Name is Bruce,Oct,31,2008,1.5,0.173066,0.173066
Modern Times,Feb,5,1936,1.5,0.163245,0.163245
The Salon,May,11,2007,1.5,0.139084,0.139084
Stolen Summer,Mar,22,2002,1.5,0.119841,0.119841
Road Hard,Mar,6,2015,1.5,0.113169,0.113169
Forty Shades of Blue,Sep,28,2005,1.5,0.075828,0.172569
Trucker,Oct,9,2009,1.5,0.052429,0.052429
Pontypool,May,29,2009,1.5,0.003865,0.031916
"Me, You and Five Bucks",Sep,28,2015,1.5,0.002105,0.002105
Housebound,Oct,17,2014,1.5,0,0.236863
Wal-Mart: The High Cost of Low Price,Nov,4,2005,1.5,0,0.058692
Fetching Cody,Mar,17,2006,1.5,0,0
The Lion of Judah,Jun,3,2011,1.5,0,0
Once Upon a Time in Queens,Nov,11,2014,1.5,0,0
Girlhouse,Feb,13,2015,1.5,0,0
Closer to the Moon,Apr,17,2015,1.5,0,0
Mutant World,May,26,2015,1.5,0,0
#Horror,Nov,20,2015,1.5,0,0
Checkmate,Sep,8,2015,1.5,0,0
Snow White and the Seven Dwarfs,Dec,21,1937,1.488,184.925485,184.925485
Shalako,Jan,1,1968,1.455,2.62,2.62
Holy Girl,Apr,29,2005,1.4,0.304124,1.261792
La chambre bleue,Oct,3,2014,1.4,0.260441,1.94542
Incident at Loch Ness,Sep,17,2004,1.4,0.03683,0.056073
Eddie: The Sleepwalking Cannibal,Apr,5,2013,1.4,0.001632,0.001632
Kurmanjan datka,Dec,31,2014,1.4,0,0
One Shot,Dec,31,2015,1.4,0,0
House at the End of the Drive,Dec,31,2014,1.4,0,0
Batman - The Movie,Aug,21,2001,1.3778,0,0
"Lock, Stock and Two Smoking Barrels",Mar,5,1999,1.35,3.897569,28.356188
The Ballad of Gregorio Cortez,Aug,19,1983,1.305,0.909,0.909
San Francisco,Jun,26,1936,1.3,2.868,5.273
Festen,Oct,9,1998,1.3,1.64778,1.64778
Trees Lounge,Oct,11,1996,1.3,0.749741,0.749741
The Girlfriend Experience,May,22,2009,1.3,0.69584,1.00584
Journey from the Fall,Mar,23,2007,1.3,0.635305,0.635305
The Basket,May,5,2000,1.3,0.609042,0.609042
Above and Beyond,Jan,30,2015,1.3,0.288751,0.288751
Def-Con 4,Mar,15,1985,1.3,0.210904,0.210904
Neal n' Nikki,Dec,9,2005,1.3,0.100358,0.329621
The Hebrew Hammer,Dec,19,2003,1.3,0.077755,0.090213
Los insolitos peces gato,Jun,13,2014,1.3,0.011278,0.016653
Simon,Apr,7,2006,1.3,0.004055,1.738663
Forget Me Not,May,24,2011,1.3,0,0.013465
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Dec,31,2009,1.3,0,0
The Algerian,Jun,26,2015,1.3,0,0
Rebecca,Jan,1,1940,1.288,6,6
Friday the 13th Part 2,Apr,30,1981,1.25,21.722776,21.722776
The Lost Weekend,Jan,1,1945,1.25,11,11
C.H.U.D.,Aug,31,1984,1.25,4.7,4.7
Filly Brown,Apr,19,2013,1.25,2.850357,2.850357
Niagara,Jan,21,1953,1.25,2.5,2.5
How Green Was My Valley,Oct,28,1941,1.25,0,0
Da Sweet Blood of Jesus,Jan,13,2015,1.25,0,0
The Rocky Horror Picture Show,Sep,26,1975,1.2,140.241017,140.252463
Saw,Oct,29,2004,1.2,55.968727,103.880027
"Sex, Lies, and Videotape",Aug,4,1989,1.2,24.741667,36.741667
Super Troopers,Feb,15,2002,1.2,18.492362,23.046142
Monsoon Wedding,Feb,22,2002,1.2,13.876974,27.0256
You Can Count on Me,Nov,10,2000,1.2,9.180275,10.827356
Strangers on a Train,Jul,3,1951,1.2,7,7
The Trouble With Harry,Oct,3,1955,1.2,7,7
"Il buono, il brutto, il cattivo",Dec,29,1967,1.2,6.1,6.1
The Day the Earth Stood Still,Mar,4,2003,1.2,3.7,3.7
Home Run,Apr,19,2013,1.2,2.859955,2.859955
Reservoir Dogs,Oct,23,1992,1.2,2.832029,2.832029
But I'm a Cheerleader,Jul,7,2000,1.2,2.205627,2.509344
The Wrong Man,Dec,23,1956,1.2,2,2
The Blue Bird,Jan,1,1976,1.2,0.887,0.887
Blue Like Jazz,Apr,13,2012,1.2,0.595018,0.595018
Que Horas Ela Volta?,Aug,28,2015,1.2,0.376976,3.048209
Q,Nov,19,1982,1.2,0.255,0.255
Down & Out with the Dolls,Mar,21,2003,1.2,0.058936,0.058936
"Pink Ribbons, Inc.",Jun,1,2012,1.2,0.026608,0.026608
Certifiably Jonathan,Feb,11,2011,1.2,0.007826,0.007826
La navaja de Don Juan,Sep,18,2015,1.2,0.004254,0.004254
Extreme Movie,Dec,31,2008,1.2,0,0.081338
"Charge of the Light Brigade, The",Oct,20,1936,1.2,0,0
Grand Theft Parsons,Jun,18,2004,1.2,0,0
Below Zero,Aug,28,2012,1.2,0,0
Crowsnest,Sep,7,2012,1.2,0,0
Airborne,Sep,14,2012,1.2,0,0
Cotton Comes to Harlem,Sep,9,2014,1.2,0,0
Bleeding Hearts,Feb,3,2015,1.2,0,0
The Wicked Within,Dec,31,2013,1.2,0,0
God’s Not Dead,Mar,21,2014,1.15,60.755732,63.777092
Waiting...,Oct,7,2005,1.125,16.124543,18.673274
Dead Man's Shoes,May,12,2006,1.125,0.006408,0.414736
Wolf Creek,Dec,25,2005,1.1,16.186348,29.005064
Serbuan maut,Mar,23,2012,1.1,4.105123,9.297407
The Offspring,Sep,4,1987,1.1,1.355728,1.355728
Sex with Strangers,Feb,22,2002,1.1,0.24774,0.24774
Beyond the Black Rainbow,May,18,2012,1.1,0.056491,0.056491
Dracula: Pages from a Virgin's Diary,May,14,2003,1.1,0.039659,0.081371
The Sleepwalker,Nov,21,2014,1.1,0.002636,0.002636
Departure,Dec,31,2015,1.1,0,0.027561
Faith Like Potatoes,Apr,7,2009,1.1,0,0
Lake Mungo,Mar,23,2010,1.1,0,0
Silent Running,Apr,7,2015,1.1,0,0
Dead Undead The,Dec,31,2010,1.1,0,0
The Vatican Exorcisms,Dec,31,2013,1.1,0,0
Rocket Singh: Salesman of the Year,Dec,11,2009,1.07,0.164649,5.348767
Casablanca,Jan,23,1943,1.039,10.4625,10.4625
Rocky,Nov,21,1976,1,117.235147,225
The Devil Inside,Jan,6,2012,1,53.261944,101.758489
Tom Jones,Oct,7,1963,1,37.6,37.6
Unfriended,Apr,17,2015,1,32.48209,62.561449
Taxi Driver,Feb,8,1976,1,28.262574,28.268493
An Inconvenient Truth,May,24,2006,1,24.146161,52.769915
The Fog,Feb,1,1980,1,21.378361,21.378361
Chernobyl Diaries,May,25,2012,1,18.11964,42.411721
The Howling,Apr,10,1981,1,17.985,17.985
Dr. No,May,8,1963,1,16.067035,59.567035
Hellraiser,Sep,18,1987,1,14.564,14.564
Cry Wolf,Sep,16,2005,1,10.047674,15.943081
Godzilla 2000,Aug,18,2000,1,10.03739,10.03739
Blue Valentine,Dec,29,2010,1,9.737892,16.56624
Transamerica,Dec,2,2005,1,9.015303,16.553163
Beyond the Valley of the Dolls,Jan,1,1970,1,9,9
Love Me Tender,Jan,1,1956,1,9,9
Sands of Iwo Jima,Jan,1,1949,1,7.8,7.8
The Green Inferno,Sep,25,2015,1,7.192291,12.931569
The Sessions,Oct,19,2012,1,6.002451,11.495204
Shine a Light,Apr,4,2008,1,5.505267,16.173879
October Baby,Mar,23,2012,1,5.355847,5.391992
The Skeleton Twins,Sep,12,2014,1,5.284309,5.797192
20 Feet From Stardom,Jun,14,2013,1,4.94625,5.892466
"Food, Inc.",Jun,12,2009,1,4.417674,4.731944
"Next Stop, Wonderland",Aug,21,1998,1,3.395581,3.465703
Obvious Child,Jun,6,2014,1,3.122616,3.32407
Martha Marcy May Marlene,Oct,21,2011,1,2.981038,5.438911
Junebug,Aug,3,2005,1,2.67801,3.553253
Frozen River,Aug,1,2008,1,2.511476,6.030129
The Sidewalks of New York,Nov,21,2001,1,2.402459,3.575308
Two Girls and a Guy,Apr,24,1998,1,2.057193,2.315026
The Broken Hearts Club: A Romantic Comedy,Sep,29,2000,1,1.744858,2.022442
Who Killed the Electric Car?,Jun,28,2006,1,1.678874,1.849392
Walking and Talking,Jul,17,1996,1,1.28748,1.615787
Bubba Ho-Tep,Sep,19,2003,1,1.239183,1.492895
No Man's Land,Dec,7,2001,1,1.067481,2.684207
Slam,Oct,9,1998,1,1.009819,1.087521
Brigham City,Apr,6,2001,1,0.852206,0.852206
Panic,Dec,1,2000,1,0.779137,1.425707
Palo Alto,May,9,2014,1,0.767732,1.156309
Fiza,Sep,8,2000,1,0.623791,1.179462
Ajami,Feb,3,2010,1,0.621859,2.721096
Orgazmo,Oct,23,1998,1,0.582024,0.627287
The Future,Jul,29,2011,1,0.568662,1.239174
All the Real Girls,Feb,14,2003,1,0.549666,0.70302
Dream With The Fishes,Jun,20,1997,1,0.542909,0.542909
The Act of Killing,Jul,19,2013,1,0.486919,0.501289
Blue Car,May,2,2003,1,0.464126,0.475367
Wristcutters: A Love Story,Oct,19,2007,1,0.446165,0.473769
Luminarias,May,5,2000,1,0.428535,0.428535
I Origins,Jul,18,2014,1,0.336472,0.852399
Antarctica: A Year on Ice,Nov,28,2014,1,0.288757,0.288757
The Battle of Shaker Heights,Aug,22,2003,1,0.280351,0.839145
Taxi to the Dark Side,Jan,18,2008,1,0.274661,0.304472
Guiana 1838,Sep,24,2004,1,0.227241,0.227241
Love Lisa,Dec,30,2002,1,0.213137,0.213137
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,Jul,7,2006,1,0.144601,0.215559
Lisa Picard is Famous,Aug,22,2001,1,0.113433,0.113433
Beyond the Brick: A LEGO Brickumentary,Jul,31,2015,1,0.101531,0.101531
The House of the Devil,Oct,30,2009,1,0.101215,0.102812
Hardflip,Jun,1,2012,1,0.096734,0.096734
Creative Control,Mar,11,2016,1,0.063014,0.063014
Chocolate: Deep Dark Secrets,Sep,16,2005,1,0.049,1.549
The Perfect Host,Jul,1,2011,1,0.048764,0.051587
The Last Big Thing,Sep,25,1998,1,0.022434,0.022434
Safe Men,Aug,7,1998,1,0.02121,0.02121
Speedway Junky,Aug,31,2001,1,0.017127,0.017127
Hits,Feb,13,2015,1,0.015156,0.015156
The Specials,Sep,22,2000,1,0.012996,0.012996
16 to Life,Sep,3,2010,1,0.011574,0.011574
Alone with Her,Jan,17,2007,1,0.010787,0.844377
Camp X-Ray,Oct,17,2014,1,0.009837,0.009837
Special,Nov,21,2008,1,0.007202,0.026822
The Sisterhood of Night,Apr,10,2015,1,0.00687,0.00687
Sparkler,Mar,19,1999,1,0.005494,0.005494
The Helix... Loaded,Mar,18,2005,1,0.0037,0.0037
Childless,May,15,2015,1,0.001036,0.001036
In Her Line of Fire,Apr,21,2006,1,0.000884,0.000884
The Jimmy Show,Dec,13,2002,1,0.000703,0.000703
Heli,Dec,31,2013,1,0,0.552614
Karachi se Lahore,Dec,31,2015,1,0,0.017721
Loving Annabelle,Dec,31,2006,1,0,0.005382
Frat Party,Dec,1,2009,1,0,0
Jimmy and Judy,Sep,15,2006,1,0,0
The Party's Over,Oct,24,2003,1,0,0
The Poker House,Jul,17,2009,1,0,0
Proud,Sep,23,2005,1,0,0
Steppin: The Movie,Dec,31,2008,1,0,0
Zombies of Mass Destruction,Jan,29,2010,1,0,0
Snow White: A Deadly Summer,Mar,20,2012,1,0,0
Truth or Die,Oct,9,2012,1,0,0
Black Rock,May,14,2013,1,0,0
Hidden Away,Jan,7,2014,1,0,0
My Last Day Without You,Oct,4,2013,1,0,0
Zombie Hunter,Oct,8,2013,1,0,0
Doc Holliday's Revenge,Dec,31,2014,1,0,0
A Fine Step,Jun,24,2014,1,0,0
Fear Clinic,Feb,10,2015,1,0,0
The Pet,Mar,10,2015,1,0,0
Bang Bang Baby,Dec,31,2014,1,0,0
1982,Mar,1,2016,1,0,0
The Horror Network,Oct,27,2015,1,0,0
Chemical Cut,Dec,31,2016,1,0,0
American Hero,Dec,11,2015,1,0,0
Por amor en el caserio,Dec,22,2015,1,0,0
And Then Came Love,Jun,1,2007,0.989,0.008158,0.008158
Hard Candy,Apr,14,2006,0.95,1.02464,8.267066
Charly,Sep,27,2002,0.95,0.814666,0.814666
Trance,Dec,31,2010,0.95,0,11.784772
Banshee Chapter,Jan,10,2014,0.95,0,0.078122
Jesse,Aug,12,2014,0.95,0,0
Ask Me Anything,Mar,3,2015,0.95,0,0
L!fe Happens,Apr,13,2012,0.93,0.030905,0.030905
Food Chains,Nov,21,2014,0.913,0,0
On the Waterfront,Jul,28,1954,0.91,9.6,9.6
Fruitvale Station,Jul,12,2013,0.9,16.098998,17.549645
Meet the Blacks,Apr,1,2016,0.9,9.097072,9.097072
"4 luni, 3 saptamani si 2 zile",Jan,25,2008,0.9,1.196321,11.993156
Circumstance,Aug,26,2011,0.9,0.454121,0.958978
The Quiet,Aug,25,2006,0.9,0.38142,0.38142
The Giant Mechanical Man,Apr,27,2012,0.9,0.007396,0.007396
The Brass Teapot,Apr,5,2013,0.9,0.006997,0.413733
40 Weeks,Dec,31,2014,0.9,0,0
Le bonheur d'Elza,May,5,2015,0.9,0,0
Bambi,Aug,13,1942,0.858,102.797,268
"For a Good Time, Call",Aug,31,2012,0.85,1.251749,1.386088
Latter Days,Jan,30,2004,0.85,0.833118,0.865708
The Hammer,Mar,21,2008,0.85,0.442638,0.442638
Windsor Drive,Aug,28,2015,0.85,0.003256,0.003256
Snitch,Dec,31,2012,0.85,0,0
Harrison Montgomery,Dec,31,2008,0.85,0,0
Celeste and Jesse Forever,Aug,3,2012,0.84,3.103407,3.787689
Time Changer,Oct,25,2002,0.825,1.500711,1.500711
London to Brighton,Aug,11,2009,0.825,0,0.610776
Crying With Laughter,Dec,31,2009,0.82,0,0.016909
Jodaeiye Nader az Simin,Dec,30,2011,0.8,7.098492,24.426169
Welcome to the Dollhouse,May,10,1996,0.8,4.198137,5.034794
Raising Victor Vargas,Mar,28,2003,0.8,2.073984,2.900578
Ruby in Paradise,Oct,1,1993,0.8,1.001437,1.001437
Pandora's Box,Aug,9,2002,0.8,0.88195,0.88195
Cama adentro,Jul,18,2007,0.8,0.200433,0.200433
Deterrence,Mar,10,2000,0.8,0.144583,0.371647
The Mudge Boy,May,7,2004,0.8,0.062544,0.062544
The Young Unknowns,Apr,11,2003,0.8,0.058163,0.058163
Dod sno,Jun,19,2009,0.8,0.046742,2.19402
Not Cool,Sep,19,2014,0.8,0.035688,0.035688
Kill List,Feb,3,2012,0.8,0.029063,0.462206
Vessel,Jan,9,2015,0.8,0,0
Saints and Soldiers,Aug,6,2004,0.78,1.31047,1.31047
American Graffiti,Aug,11,1973,0.777,115,140
Iraq for Sale: The War Profiteers,Sep,8,2006,0.775,0,0
Kevin Hart: Laugh at My Pain,Sep,9,2011,0.75,7.706436,7.712436
Aqua Teen Hunger Force Colon Movie Film for Theaters,Apr,13,2007,0.75,5.520368,5.520368
Safety Not Guaranteed,Jun,8,2012,0.75,4.010957,4.422318
The Innkeepers,Feb,3,2012,0.75,0.078396,1.011535
Il conformista,Aug,29,2014,0.75,0.059656,0.059656
Interview with the Assassin,Nov,15,2002,0.75,0.047329,0.047329
Undead,Jul,1,2005,0.75,0.041196,0.22925
Donkey Punch,Jan,23,2009,0.75,0.019367,0.814801
All the Boys Love Mandy Lane,Oct,11,2013,0.75,0,1.960521
Destiny,Dec,31,2014,0.75,0,0.00045
Bled,Apr,7,2009,0.75,0,0
Adulterers,Jan,5,2016,0.75,0,0
La mariée était en noir,Jun,25,1968,0.747,0.044566,0.044566
High Noon,Jan,1,1952,0.73,8,8
Hoop Dreams,Oct,14,1994,0.7,7.768371,11.768371
Rize,Jun,24,2005,0.7,3.278611,4.857731
Half Nelson,Aug,11,2006,0.7,2.697938,4.911725
L.I.E.,Sep,7,2001,0.7,1.140965,1.140965
Naturally Native,Oct,8,1999,0.7,0.010508,0.010508
B-Girl,Jan,26,2010,0.7,0,0.00116
Walter,Mar,13,2015,0.7,0,0
King Kong,Apr,7,1933,0.672,10,10.00065
House of Wax,Apr,10,1953,0.658,23.8,23.8
Hav Plenty,Jun,19,1998,0.65,2.301777,2.301777
Escape from Tomorrow,Oct,11,2013,0.65,0.171962,0.171962
After,Dec,31,2012,0.65,0,0
The Hadza: Last of the First,Dec,31,2014,0.65,0,0
Starsuckers,Dec,31,2009,0.64,0,0.014812
Treachery,Dec,31,2013,0.625,0,0
Top Hat,Sep,6,1935,0.609,1.782,3.202
The Blair Witch Project,Jul,14,1999,0.6,140.539099,248.3
Woodstock,Mar,26,1970,0.6,34.50511,34.50511
The Kentucky Fried Movie,Aug,10,1977,0.6,15,20
Per qualche dollaro in più,May,10,1967,0.6,4.3,4.3
Mercy Streets,Oct,31,2000,0.6,0.173599,0.173599
Water & Power,May,2,2014,0.6,0.042557,0.042557
Arnolds Park,Oct,19,2007,0.6,0.023616,0.023616
Broken Vessels,Jul,2,1999,0.6,0.01503,0.085343
Drunk Wedding,May,22,2015,0.6,0.003301,0.003301
They Will Have to Kill Us First,Mar,4,2016,0.6,0,0.007943
Crop Circles: Quest for Truth,Aug,23,2002,0.6,0,0
The Maid's Room,Aug,8,2014,0.6,0,0
Light from the Darkroom,Dec,31,2014,0.6,0,0
Irreplaceable,Feb,24,2015,0.6,0,0
A Hard Day's Night,Aug,11,1964,0.56,1.53786,1.585688
The Harvest/La Cosecha,Jul,29,2011,0.56,0.003709,0.003709
Julija in alfa Romeo,Dec,31,2015,0.56,0,0.008462
Mata Hari,Dec,31,1931,0.558,0.9,0.9
Friday the 13th,May,9,1980,0.55,39.754601,59.754601
Love Letters,Apr,27,1984,0.55,5.26999,5.26999
Faith Connections,Sep,12,2014,0.55,0.009111,0.009111
High Road,Mar,6,2012,0.546173,0,0
Fireproof,Sep,26,2008,0.5,33.456317,33.473297
Benji,Nov,15,1974,0.5,31.55956,31.55956
